Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-on Total,Add-ons Purchased,Extended Warranty,Accessory,Impulse
3469,68,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,10/12/2023 0:00,Overnight,73.8,"Accessory,Accessory",0,2,0
3469,68,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,3/9/2024 0:00,Overnight,23.99,Extended Warranty,1,0,0
3471,23,Female,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,12/6/2023 0:00,Standard,17.79,Extended Warranty,1,0,0
3471,23,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,1/5/2024 0:00,Standard,23.93,Extended Warranty,1,0,0
3471,23,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,8/24/2024 0:00,Overnight,0,,0,0,0
3472,74,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,3/4/2024 0:00,Overnight,48.65,"Extended Warranty,Accessory",1,1,0
3472,74,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,1689.66,844.83,2,8/16/2024 0:00,Express,33.81,"Impulse Item,Impulse Item",0,0,2
3474,31,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,6/28/2024 0:00,Express,13.54,Accessory,0,1,0
3475,62,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,3/11/2024 0:00,Standard,0,,0,0,0
3476,30,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,1/19/2024 0:00,Overnight,0,,0,0,0
3476,30,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,8/23/2024 0:00,Express,64.18,"Extended Warranty,Accessory,Extended Warranty",2,1,0
3476,30,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,9/4/2024 0:00,Overnight,35.02,Impulse Item,0,0,1
3479,63,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,4/9/2024 0:00,Express,35.07,Impulse Item,0,0,1
3479,63,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,5/7/2024 0:00,Overnight,13.15,Extended Warranty,1,0,0
3479,63,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,2319.8,463.96,5,7/17/2024 0:00,Overnight,38.78,"Impulse Item,Impulse Item",0,0,2
3481,20,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2/27/2024 0:00,Express,18.69,Extended Warranty,1,0,0
3481,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,4/27/2024 0:00,Standard,0,,0,0,0
3484,71,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,12/25/2023 0:00,Standard,25.98,"Impulse Item,Extended Warranty",1,0,1
3484,71,Male,No,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,12/30/2023 0:00,Overnight,33.11,"Impulse Item,Extended Warranty",1,0,1
3486,64,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,2534.49,844.83,3,6/5/2024 0:00,Express,0,,0,0,0
3487,76,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,4/30/2024 0:00,Overnight,55.55,"Impulse Item,Accessory",0,1,1
3489,31,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,11/28/2023 0:00,Standard,27.7,"Accessory,Impulse Item",0,1,1
3490,29,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,6/20/2024 0:00,Express,60.52,"Accessory,Impulse Item",0,1,1
3494,58,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,9/7/2024 0:00,Standard,42.72,Impulse Item,0,0,1
3495,67,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,5/19/2024 0:00,Standard,91.76,"Extended Warranty,Impulse Item,Impulse Item",1,0,2
3496,51,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2/7/2024 0:00,Standard,0,,0,0,0
3496,51,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,7/10/2024 0:00,Standard,54.86,"Impulse Item,Accessory",0,1,1
3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,10/11/2023 0:00,Standard,85.24,"Extended Warranty,Extended Warranty",2,0,0
3499,76,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,1/2/2024 0:00,Express,79.32,"Extended Warranty,Extended Warranty,Extended Warranty",3,0,0
3499,76,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,3/4/2024 0:00,Express,16.55,Impulse Item,0,0,1
3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,8/28/2024 0:00,Overnight,0,,0,0,0
3501,61,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2/7/2024 0:00,Standard,0,,0,0,0
3502,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,9/20/2024 0:00,Express,85.17,"Impulse Item,Accessory,Extended Warranty",1,1,1
3503,47,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83,20.75,4,11/22/2023 0:00,Express,39.99,"Accessory,Impulse Item",0,1,1
3503,47,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,12/3/2023 0:00,Express,0,,0,0,0
3505,57,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,1/14/2024 0:00,Overnight,105.61,"Extended Warranty,Accessory,Accessory",1,2,0
3505,57,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,3/18/2024 0:00,Overnight,57.01,"Accessory,Accessory",0,2,0
3506,70,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166,20.75,8,2/2/2024 0:00,Express,42.27,Extended Warranty,1,0,0
3507,78,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,12/8/2023 0:00,Overnight,54.85,"Extended Warranty,Extended Warranty",2,0,0
3509,50,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,12/26/2023 0:00,Standard,6.78,Impulse Item,0,0,1
3509,50,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,7/5/2024 0:00,Standard,42.44,Impulse Item,0,0,1
3510,46,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,10/28/2023 0:00,Overnight,0,,0,0,0
3510,46,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,12/3/2023 0:00,Express,55.01,"Extended Warranty,Impulse Item",1,0,1
3510,46,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2/7/2024 0:00,Express,58.93,"Extended Warranty,Impulse Item",1,0,1
3510,46,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,7/26/2024 0:00,Overnight,42.66,"Extended Warranty,Impulse Item",1,0,1
3511,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,741.09,247.03,3,11/24/2023 0:00,Standard,52.07,"Extended Warranty,Impulse Item",1,0,1
3512,51,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,3/11/2024 0:00,Overnight,0,,0,0,0
3513,74,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,3/23/2024 0:00,Standard,75.07,"Extended Warranty,Impulse Item",1,0,1
3515,67,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,9/19/2024 0:00,Standard,97.24,"Extended Warranty,Impulse Item,Accessory",1,1,1
3516,23,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,5/11/2024 0:00,Overnight,19.24,Accessory,0,1,0
3517,28,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2/1/2024 0:00,Overnight,0,,0,0,0
3517,28,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,5/8/2024 0:00,Express,88.52,"Accessory,Accessory",0,2,0
3517,28,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,6/28/2024 0:00,Standard,43.69,Accessory,0,1,0
3517,28,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,7/14/2024 0:00,Express,17.09,Impulse Item,0,0,1
3518,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,3/20/2024 0:00,Express,23.5,Impulse Item,0,0,1
3519,37,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,4/21/2024 0:00,Express,85.51,"Extended Warranty,Extended Warranty,Impulse Item",2,0,1
3519,37,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,6/18/2024 0:00,Express,87.33,"Accessory,Impulse Item",0,1,1
3520,63,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,10/29/2023 0:00,Express,49.19,"Impulse Item,Impulse Item",0,0,2
3520,63,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,1/24/2024 0:00,Overnight,17.88,Extended Warranty,1,0,0
3521,66,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,166,20.75,8,12/14/2023 0:00,Express,24.88,Extended Warranty,1,0,0
3522,21,Male,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,4/9/2024 0:00,Overnight,0,,0,0,0
3523,80,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,10/4/2023 0:00,Overnight,49.53,Extended Warranty,1,0,0
3524,40,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,3/28/2024 0:00,Express,0,,0,0,0
3524,40,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,844.83,844.83,1,8/2/2024 0:00,Express,47.03,"Extended Warranty,Extended Warranty,Impulse Item",2,0,1
3526,59,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,4/9/2024 0:00,Standard,12.87,Accessory,0,1,0
3526,59,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,6/17/2024 0:00,Overnight,37.18,"Accessory,Accessory,Extended Warranty",1,2,0
3529,79,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,4639.6,463.96,10,12/19/2023 0:00,Standard,46.5,"Extended Warranty,Impulse Item",1,0,1
3531,28,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,3/30/2024 0:00,Standard,15.59,Extended Warranty,1,0,0
3533,58,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,12/18/2023 0:00,Express,0,,0,0,0
3537,26,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,1/29/2024 0:00,Express,67.36,"Accessory,Accessory",0,2,0
3538,78,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,3/25/2024 0:00,Express,0,,0,0,0
3539,72,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2/5/2024 0:00,Standard,0,,0,0,0
3540,28,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,12/11/2023 0:00,Standard,42.28,Extended Warranty,1,0,0
3540,28,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,4/25/2024 0:00,Express,0,,0,0,0
3540,28,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,6/11/2024 0:00,Express,64.52,"Impulse Item,Impulse Item",0,0,2
3542,62,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,8/16/2024 0:00,Overnight,78.36,"Accessory,Accessory,Accessory",0,3,0
3543,71,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,1/13/2024 0:00,Standard,47.82,Impulse Item,0,0,1
3543,71,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,7/1/2024 0:00,Standard,38.94,Accessory,0,1,0
3544,78,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,10/21/2023 0:00,Standard,76.38,"Impulse Item,Extended Warranty",1,0,1
3544,78,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,11/6/2023 0:00,Standard,86.25,"Accessory,Extended Warranty",1,1,0
3546,73,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1482.18,247.03,6,12/2/2023 0:00,Overnight,87.42,"Impulse Item,Extended Warranty",1,0,1
3547,55,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,1/31/2024 0:00,Overnight,28.49,Accessory,0,1,0
3547,55,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,3/26/2024 0:00,Overnight,60.28,"Impulse Item,Extended Warranty",1,0,1
3549,80,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,11/7/2023 0:00,Overnight,0,,0,0,0
3549,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,494.06,247.03,2,12/1/2023 0:00,Overnight,0,,0,0,0
3551,73,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,11/4/2023 0:00,Express,47.57,"Accessory,Extended Warranty",1,1,0
3552,23,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,11/3/2023 0:00,Overnight,84.91,"Impulse Item,Impulse Item,Extended Warranty",1,0,2
3552,23,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,12/20/2023 0:00,Express,66.58,"Extended Warranty,Impulse Item",1,0,1
3552,23,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,7/2/2024 0:00,Standard,35.53,"Impulse Item,Impulse Item",0,0,2
3553,76,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,10/4/2023 0:00,Standard,23.51,Accessory,0,1,0
3557,28,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,145.25,20.75,7,12/17/2023 0:00,Standard,43.83,"Extended Warranty,Impulse Item,Extended Warranty",2,0,1
3557,28,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2/18/2024 0:00,Standard,23.21,Accessory,0,1,0
3557,28,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,4/9/2024 0:00,Overnight,0,,0,0,0
3560,45,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,10/7/2023 0:00,Express,54.73,"Extended Warranty,Accessory",1,1,0
3560,45,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,10/17/2023 0:00,Standard,14.57,Accessory,0,1,0
3560,45,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,12/18/2023 0:00,Overnight,69.61,"Extended Warranty,Impulse Item",1,0,1
3561,43,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166,20.75,8,3/5/2024 0:00,Express,0,,0,0,0
3562,63,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,10/5/2023 0:00,Overnight,98.35,"Accessory,Impulse Item,Accessory",0,2,1
3562,63,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,11/28/2023 0:00,Overnight,0,,0,0,0
3563,50,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,10/17/2023 0:00,Express,0,,0,0,0
3564,19,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,12/23/2023 0:00,Overnight,122.19,"Accessory,Accessory,Accessory",0,3,0
3567,63,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,11/30/2023 0:00,Express,67.59,"Extended Warranty,Extended Warranty",2,0,0
3567,63,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,4/2/2024 0:00,Express,0,,0,0,0
3568,67,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,3/26/2024 0:00,Standard,76.35,"Accessory,Extended Warranty,Extended Warranty",2,1,0
3570,61,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2/29/2024 0:00,Standard,41.92,Accessory,0,1,0
3570,61,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,6/27/2024 0:00,Overnight,43.56,Impulse Item,0,0,1
3571,40,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,1/25/2024 0:00,Standard,117.84,"Impulse Item,Impulse Item,Accessory",0,1,2
3572,73,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,1/26/2024 0:00,Standard,95.8,"Accessory,Impulse Item",0,1,1
3572,73,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,6/12/2024 0:00,Overnight,23.24,Accessory,0,1,0
3574,48,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,1/2/2024 0:00,Express,66.2,"Accessory,Impulse Item",0,1,1
3575,49,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,9/20/2024 0:00,Express,0,,0,0,0
3576,59,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,10/31/2023 0:00,Overnight,0,,0,0,0
3577,47,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,8/23/2024 0:00,Express,75.01,"Extended Warranty,Accessory",1,1,0
3579,21,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,8/12/2024 0:00,Standard,114.39,"Impulse Item,Extended Warranty,Impulse Item",1,0,2
3581,42,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,6/7/2024 0:00,Express,82.62,"Extended Warranty,Accessory,Extended Warranty",2,1,0
3581,42,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,6/21/2024 0:00,Express,0,,0,0,0
3582,57,Female,Yes,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,8/8/2024 0:00,Standard,55.28,"Extended Warranty,Accessory",1,1,0
3584,66,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,8/24/2024 0:00,Standard,42.97,Impulse Item,0,0,1
3585,59,Female,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,10/15/2023 0:00,Standard,28.74,"Impulse Item,Accessory",0,1,1
3585,59,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,2470.3,247.03,10,4/16/2024 0:00,Express,98.63,"Accessory,Extended Warranty,Accessory",1,2,0
3587,36,Male,No,Laptop,SKU1005,3,Completed,Paypal,4175.64,463.96,9,2/27/2024 0:00,Standard,0,,0,0,0
3587,36,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,4/20/2024 0:00,Overnight,63.36,"Accessory,Impulse Item",0,1,1
3588,22,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,6/3/2024 0:00,Standard,0,,0,0,0
3588,22,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,8/3/2024 0:00,Express,78.26,"Accessory,Impulse Item,Accessory",0,2,1
3588,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,6758.64,844.83,8,9/4/2024 0:00,Standard,11.06,Accessory,0,1,0
3589,25,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,844.83,844.83,1,10/28/2023 0:00,Express,49.14,Impulse Item,0,0,1
3590,45,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,8/6/2024 0:00,Standard,0,,0,0,0
3590,45,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,9/1/2024 0:00,Express,27.34,"Impulse Item,Extended Warranty",1,0,1
3591,78,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,5/16/2024 0:00,Express,115.81,"Accessory,Impulse Item,Accessory",0,2,1
3592,68,Female,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,8/24/2024 0:00,Express,0,,0,0,0
3593,72,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,5/26/2024 0:00,Overnight,0,,0,0,0
3593,72,Female,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,9/22/2024 0:00,Standard,34.27,Extended Warranty,1,0,0
3594,44,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,12/1/2023 0:00,Express,9.08,Accessory,0,1,0
3596,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,7/17/2024 0:00,Overnight,0,,0,0,0
3597,26,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,12/2/2023 0:00,Express,82.74,"Accessory,Impulse Item,Accessory",0,2,1
3597,26,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2/29/2024 0:00,Overnight,0,,0,0,0
3598,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,4/10/2024 0:00,Standard,55.61,"Impulse Item,Impulse Item",0,0,2
3599,48,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2/16/2024 0:00,Overnight,54.5,"Impulse Item,Accessory",0,1,1
3602,24,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,8448.3,844.83,10,9/26/2023 0:00,Standard,16.65,Accessory,0,1,0
3602,24,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,4/3/2024 0:00,Express,0,,0,0,0
3602,24,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,4/7/2024 0:00,Express,0,,0,0,0
3602,24,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,5/19/2024 0:00,Express,65.45,"Impulse Item,Extended Warranty",1,0,1
3603,41,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,166,20.75,8,4/25/2024 0:00,Overnight,99.49,"Extended Warranty,Impulse Item,Impulse Item",1,0,2
3605,45,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2/10/2024 0:00,Overnight,115.04,"Extended Warranty,Impulse Item,Accessory",1,1,1
3607,66,Female,Yes,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,12/10/2023 0:00,Overnight,49.67,"Extended Warranty,Impulse Item",1,0,1
3608,64,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,3/23/2024 0:00,Standard,0,,0,0,0
3609,48,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2/11/2024 0:00,Express,85.62,"Extended Warranty,Impulse Item,Extended Warranty",2,0,1
3609,48,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2/27/2024 0:00,Express,0,,0,0,0
3610,26,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2/27/2024 0:00,Overnight,95.39,"Accessory,Accessory",0,2,0
3611,38,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,11/29/2023 0:00,Express,68.74,"Impulse Item,Accessory",0,1,1
3612,19,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,12/23/2023 0:00,Express,82.3,"Accessory,Extended Warranty",1,1,0
3612,19,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,4/3/2024 0:00,Standard,0,,0,0,0
3614,54,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,3/18/2024 0:00,Overnight,35.63,"Extended Warranty,Extended Warranty",2,0,0
3614,54,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,103.75,20.75,5,9/12/2024 0:00,Express,36.07,Extended Warranty,1,0,0
3615,74,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,10/3/2023 0:00,Overnight,36.96,Accessory,0,1,0
3615,74,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,2319.8,463.96,5,10/22/2023 0:00,Express,71.52,"Impulse Item,Extended Warranty,Accessory",1,1,1
3615,74,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,12/31/2023 0:00,Express,88.49,"Accessory,Extended Warranty,Accessory",1,2,0
3615,74,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,5/22/2024 0:00,Express,0,,0,0,0
3617,48,Male,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,6/22/2024 0:00,Standard,11.8,Impulse Item,0,0,1
3618,75,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,741.09,247.03,3,4/22/2024 0:00,Overnight,26.93,Impulse Item,0,0,1
3618,75,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,6/20/2024 0:00,Overnight,60.41,"Extended Warranty,Impulse Item,Extended Warranty",2,0,1
3619,62,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,10/20/2023 0:00,Overnight,29.5,Accessory,0,1,0
3619,62,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,8/30/2024 0:00,Express,82.93,"Extended Warranty,Extended Warranty",2,0,0
3620,36,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,5/3/2024 0:00,Express,40.54,Impulse Item,0,0,1
3621,36,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,10/15/2023 0:00,Standard,50.69,"Impulse Item,Extended Warranty",1,0,1
3621,36,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,3/30/2024 0:00,Overnight,9.78,Accessory,0,1,0
3621,36,Male,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,8/8/2024 0:00,Express,58.24,"Extended Warranty,Extended Warranty,Extended Warranty",3,0,0
3622,31,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,3/21/2024 0:00,Overnight,90.16,"Extended Warranty,Accessory,Impulse Item",1,1,1
3623,49,Male,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,11/5/2023 0:00,Overnight,15.88,Accessory,0,1,0
3623,49,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,6/29/2024 0:00,Express,34.12,"Impulse Item,Impulse Item",0,0,2
3624,27,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2/9/2024 0:00,Overnight,83.81,"Accessory,Extended Warranty,Extended Warranty",2,1,0
3624,27,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,8/26/2024 0:00,Overnight,0,,0,0,0
3626,59,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,83,20.75,4,4/29/2024 0:00,Standard,31.18,"Accessory,Extended Warranty",1,1,0
3626,59,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,7/19/2024 0:00,Standard,14.58,Impulse Item,0,0,1
3627,74,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,8/9/2024 0:00,Overnight,40.37,Extended Warranty,1,0,0
